tic,date,open,high,low,close,volume,value,count,yesterdayclose
????_??6,20120208,25437.3,25439.7,25371.7,25371.7,169584156,5.93094E+11,17660,25436.6
????_??6,20120212,25377.4,25381.5,25320.7,25320.7,98569072,3.33484E+11,14942,25371.7
????_??6,20120213,25326.1,25327.4,25279.7,25279.8,124865598,3.54434E+11,15824,25320.7
????_??6,20120214,25223.9,25225.2,24946.4,24946.4,142491186,4.4076E+11,17504,25279.8
????_??6,20120215,24947,24947,24829.3,24829.3,264701265,7.43504E+11,27169,24946.4
????_??6,20120218,24832.3,24857.3,24826.6,24848.9,121884755,3.63458E+11,11264,24829.3
????_??6,20120219,24848.5,24893.8,24848.5,24878.3,103515363,2.64285E+11,13430,24848.9
????_??6,20120220,24871.4,24933.4,24871.4,24923.2,314830044,1.28978E+12,23973,24878.3
????_??6,20120221,24944.4,25071.1,24944.4,25035.2,303211643,1.21453E+12,24872,24923.2
????_??6,20120222,25034.9,25069.8,25012.6,25012.6,221074261,5.93217E+11,22319,25035.2
????_??6,20120225,25027,25027,24936.1,24936.1,341078686,7.70708E+11,17762,25012.6
????_??6,20120226,24937.1,24976.9,24937.1,24976.9,215780712,5.14992E+11,16692,24936.1
????_??6,20120227,24986.5,25099.6,24986.5,25098.4,210683371,5.1423E+11,18831,24976.9
????_??6,20120228,25148.6,25246.7,25148.6,25244.4,230183951,5.39727E+11,17945,25098.4
????_??6,20120229,25248.3,25391.3,25248.3,25354.5,364770679,1.48825E+12,19165,25244.4
????_??6,20120303,25354.5,25385.1,25354.5,25365.5,156008660,4.99723E+11,17456,25354.5
????_??6,20120304,25369.2,25419,25369.2,25417.9,190160628,5.76973E+11,19369,25365.5
????_??6,20120305,25427.8,25431.2,25317.1,25320.1,193678605,5.68286E+11,18829,25417.9
????_??6,20120306,25342.5,25343.7,25307.9,25307.9,205410072,5.68071E+11,19641,25320.1
????_??6,20120307,25316.6,25400.2,25316.6,25400.2,160160227,4.32376E+11,18870,25307.9
????_??6,20120310,25410.9,25468.8,25410.9,25457.6,281887092,6.75114E+11,19766,25400.2
????_??6,20120311,25477.1,25550.7,25477.1,25491.1,196141508,5.57431E+11,21272,25457.6
????_??6,20120312,25495.4,25495.8,25300,25300,177467632,5.5605E+11,17227,25491.1
????_??6,20120313,25271.7,25271.7,25246.3,25265.3,176485628,4.68112E+11,18187,25300
????_??6,20120314,25267.5,25481.5,25267.5,25481.5,167501829,5.04965E+11,16414,25265.3
????_??6,20120317,25446.5,25607.2,25446.5,25607.2,141561848,4.40871E+11,15121,25481.5
????_??6,20120318,25607.7,25905.6,25607.7,25905.6,405411733,1.3466E+12,19901,25607.2
????_??6,20120324,25929.7,26280.5,25929.7,26280.5,183517055,4.89724E+11,7868,25905.6
????_??6,20120325,26281.9,26513,26281.9,26502.3,166632778,4.74215E+11,16027,26280.5
????_??6,20120326,26516.4,26522.6,26408.7,26408.7,105040841,4.39174E+11,20443,26502.3
????_??6,20120327,26425.7,26538.9,26425.7,26533,101039637,3.74392E+11,14802,26408.7
????_??6,20120328,26530.8,26576.2,26530.8,26576.2,138774254,5.735E+11,18913,26533
????_??6,20120402,26577.4,26621.1,26484.8,26484.8,116738053,4.22443E+11,16006,26576.2
????_??6,20120403,26499.8,26502.8,26327,26327,190305056,5.25622E+11,13038,26484.8
????_??6,20120404,26323.6,26358,26300.3,26300.3,114449598,4.02308E+11,13837,26327
????_??6,20120407,26315.9,26430,26315.9,26383.4,227017448,7.28988E+11,16955,26300.3
????_??6,20120408,26383.7,26523.1,26383.7,26491.8,288568018,9.75821E+11,22006,26383.4
????_??6,20120409,26500,26519.3,26482.6,26482.6,149556786,4.50291E+11,17909,26491.8
????_??6,20120410,26456.7,26682.6,26456.7,26664.1,205642851,6.59055E+11,22407,26482.6
????_??6,20120411,26679,26757.8,26674.9,26757.8,199181560,6.23583E+11,20363,26664.1
????_??6,20120414,26766.4,26896.8,26766.4,26896.8,140995472,4.34034E+11,18584,26757.8
????_??6,20120415,26897,27281.2,26897,27281.2,253959617,7.51557E+11,21940,26896.8
????_??6,20120416,27411.8,27411.8,27245.2,27245.6,258115265,7.82143E+11,23639,27281.2
????_??6,20120417,27245.7,27245.7,27178.6,27185.6,168054502,4.34054E+11,18163,27245.6
????_??6,20120418,27200,27282.3,27200,27259.9,208294199,5.99788E+11,19795,27185.6
????_??6,20120421,27262,27303.9,27211.7,27211.7,139748583,4.98982E+11,17102,27259.9
????_??6,20120422,27210.4,27214.9,27169.3,27169.3,90004323,2.6704E+11,13747,27211.7
????_??6,20120423,27170.6,27199.7,27085.3,27085.3,130448454,4.42742E+11,16089,27169.3
????_??6,20120424,27085.2,27155.3,27085.2,27129.9,147460429,8.69862E+11,18568,27085.3
????_??6,20120428,27135.6,27135.6,27010.1,27010.1,270190942,1.32413E+12,24111,27129.9
????_??6,20120429,27011.6,27019.9,26953.8,26953.8,229179551,7.56627E+11,18634,27010.1
????_??6,20120430,26953.6,26961.4,26953.4,26960,112085865,4.02723E+11,14237,26953.8
????_??6,20120501,26975.7,26975.7,26948.9,26969.8,147527948,5.16217E+11,14573,26960
????_??6,20120502,26968.2,26976.2,26951.8,26964.8,273054622,9.43572E+11,15989,26969.8
????_??6,20120505,26991.9,27039.1,26935.7,26935.7,292512728,9.38153E+11,16502,26964.8
????_??6,20120506,26934.6,26950.9,26932.1,26932.2,364961163,9.68594E+11,15551,26935.7
????_??6,20120507,26919,26931.1,26886.3,26886.3,476704761,1.09709E+12,15886,26932.2
????_??6,20120508,26886.1,26897.7,26870.5,26870.5,210011961,5.93262E+11,13524,26886.3
????_??6,20120509,26888.3,26903.5,26871.9,26871.9,234284611,6.41416E+11,14859,26870.5
????_??6,20120512,26871.8,26896,26743.4,26743.8,116571765,4.5964E+11,15894,26871.9
????_??6,20120513,26784.5,26796.6,26657,26658,111837015,3.43599E+11,14902,26743.8
????_??6,20120514,26657.5,26716.7,26657.5,26715.2,165269255,4.72266E+11,14723,26658
????_??6,20120515,26728.8,26731.2,26677.2,26677.3,172784553,5.1129E+11,12466,26715.2
????_??6,20120516,26683.6,26688.4,26652.5,26652.6,95014583,2.85126E+11,13484,26677.3
????_??6,20120519,26662.2,26675.8,26651.6,26652.1,116885607,3.57743E+11,14872,26652.6
????_??6,20120520,26656.8,26681,26656.8,26667.7,103404270,2.39788E+11,13440,26652.1
????_??6,20120521,26667.3,26845.8,26667.3,26845.8,259105689,9.49389E+11,15750,26667.7
????_??6,20120522,26845,26912.7,26845,26912.7,141456251,4.38823E+11,17534,26845.8
????_??6,20120523,26925.3,27091.2,26925.3,27091.2,162157127,4.38808E+11,19621,26912.7
????_??6,20120526,27092.8,27092.8,26909.3,26909.5,152123915,3.61533E+11,17087,27091.2
????_??6,20120527,26910,26928.3,26905,26905,144434975,3.41873E+11,16569,26909.5
????_??6,20120528,26904.8,26919.1,26848.7,26848.7,151864293,3.97626E+11,17975,26905
????_??6,20120529,26851.9,26856.1,26803.6,26803.6,125276543,3.04604E+11,15817,26848.7
????_??6,20120530,26804,26819,26755.8,26755.9,134627595,3.32272E+11,15769,26803.6
????_??6,20120602,26756.4,26760.5,26734.6,26735.4,179306163,3.64043E+11,11098,26755.9
????_??6,20120605,26737.3,26749.4,26693,26693,191251088,3.61519E+11,11595,26735.4
????_??6,20120606,26691.7,26691.7,26623,26635.6,101613488,2.47678E+11,11440,26693
????_??6,20120609,26635.1,26635.1,26365.1,26365.2,189780861,6.6499E+11,9832,26635.6
????_??6,20120610,26364.9,26364.9,26264.8,26264.8,198792294,5.54775E+11,13214,26365.2
????_??6,20120611,26269.2,26412.1,26269.2,26411.8,149187550,4.52166E+11,11168,26264.8
????_??6,20120612,26420.9,26444.9,26420.9,26440.5,174426398,6.88345E+11,10116,26411.8
????_??6,20120613,26429.5,26439.1,26423.5,26439.1,133576455,3.57196E+11,9729,26440.5
????_??6,20120616,26437.4,26439.5,26406.7,26406.7,79696605,2.98905E+11,9898,26439.1
????_??6,20120617,26408.2,26408.2,26325.5,26325.5,61822722,2.02948E+11,9024,26406.7
????_??6,20120619,26326.2,26326.2,26291.8,26291.8,59248503,1.66636E+11,7597,26325.5
????_??6,20120620,26290.4,26290.4,26165.9,26165.9,101389113,2.9022E+11,11212,26291.8
????_??6,20120623,26161.3,26161.3,25938.1,25938.1,132323202,4.66747E+11,8008,26165.9
????_??6,20120624,25901.9,25901.9,25681,25681.1,187450022,7.15273E+11,10227,25938.1
????_??6,20120625,25685.7,25686.3,25558.3,25558.4,257899420,6.4521E+11,13614,25681.1
????_??6,20120626,25546.6,25546.6,25325,25325,122901462,2.66728E+11,10236,25558.4
????_??6,20120627,25261.2,25261.2,25054.6,25054.6,220165382,4.70629E+11,14037,25325
????_??6,20120630,25053.7,25170.7,25053.7,25170.7,83472060,2.14837E+11,10713,25054.6
????_??6,20120701,25187.4,25227.2,25183.6,25227.2,155017703,2.695E+11,11209,25170.7
????_??6,20120702,25260.4,25345.6,25260.4,25345.5,188261669,5.11538E+11,13514,25227.2
????_??6,20120703,25345.4,25450.8,25345.4,25438,300747722,5.69492E+11,15702,25345.5
????_??6,20120704,25463.8,25467.5,25416.9,25428.5,167396615,4.33826E+11,13543,25438
????_??6,20120707,25433.3,25462.5,25433.3,25445.5,96301675,1.96466E+11,10152,25428.5
????_??6,20120708,25412.1,25486.7,25352.9,25354.3,172130575,3.45552E+11,14500,25445.5
????_??6,20120709,25362.5,25372.8,25279.2,25279.2,125370680,2.46503E+11,11748,25354.3
????_??6,20120710,25280.1,25307.9,25275.2,25307.5,151186316,4.05116E+11,15024,25279.2
????_??6,20120711,25322.8,25430.8,25322.8,25388.1,492920256,8.58064E+11,18905,25307.5
????_??6,20120714,25381.3,25445,25381.3,25431.5,134614940,3.35319E+11,12442,25388.1
????_??6,20120715,25433.3,25449.8,25296.1,25296.1,281915789,5.85149E+11,13865,25431.5
????_??6,20120716,25292.9,25292.9,25159.7,25159.7,196405459,4.35228E+11,12518,25296.1
????_??6,20120717,25155.3,25155.3,25021.3,25021.3,569996866,8.46706E+11,12603,25159.7
????_??6,20120718,25021,25039.2,25013.5,25039.2,67692305,1.79319E+11,9207,25021.3
????_??6,20120721,25044.9,25050.4,25021.2,25021.2,61624979,1.33208E+11,7277,25039.2
????_??6,20120722,25024.7,25024.7,24996,24996,84100283,2.01272E+11,8977,25021.2
????_??6,20120723,24996.8,25039.2,24995.7,25029.5,90078668,2.16011E+11,9536,24996
????_??6,20120724,25035.1,25120.8,25035.1,25094.3,95332475,2.36128E+11,12137,25029.5
????_??6,20120725,25099.3,25117.6,25088.8,25088.8,186843099,4.17075E+11,9040,25094.3
????_??6,20120728,25103.2,25103.2,25023.3,25023.3,117859177,2.58369E+11,13308,25088.8
????_??6,20120729,25022.5,25022.5,24747.4,24747.4,101380550,2.53235E+11,11879,25023.3
????_??6,20120730,24727.7,24727.7,24550.4,24550.4,101191085,2.60092E+11,11955,24747.4
????_??6,20120731,24547.3,24584,24546.6,24584,122292032,3.14941E+11,12481,24550.4
????_??6,20120801,24581.7,24588.2,24546.7,24546.7,134308753,3.27598E+11,13833,24584
????_??6,20120804,24544.5,24544.5,24332.6,24332.6,110531077,2.74052E+11,9851,24546.7
????_??6,20120805,24304.5,24304.5,24108.5,24108.5,137214573,2.7011E+11,8798,24332.6
????_??6,20120806,24105.2,24115.4,24001,24001,360268601,7.97836E+11,15463,24108.5
????_??6,20120807,23997.3,23998.8,23854.6,23855.1,247973343,4.0759E+11,11903,24001
????_??6,20120808,23852.1,23852.1,23767.5,23787.3,203740756,4.61618E+11,13562,23855.1
????_??6,20120811,23793.7,23957.2,23793.7,23957.2,79683546,2.36354E+11,10283,23787.3
????_??6,20120812,24008.5,24031.7,24008.5,24024.2,167817942,6.14199E+11,13773,23957.2
????_??6,20120813,24054.6,24055.5,24045.8,24049.7,115292165,3.65261E+11,9820,24024.2
????_??6,20120814,24061.7,24102.2,24061.7,24102.1,83937649,2.0906E+11,10310,24049.7
????_??6,20120815,24105.9,24125.3,24105.9,24125.3,63873369,1.61585E+11,8062,24102.1
????_??6,20120818,24126.8,24144.7,24126.8,24144.7,51367500,1.63233E+11,6939,24125.3
????_??6,20120821,24165.5,24279.1,24165.5,24279.1,66639152,2.091E+11,8165,24144.7
????_??6,20120822,24299,24340.4,24299,24339.2,353483814,5.61829E+11,9015,24279.1
????_??6,20120825,24363.5,24528.2,24363.5,24523.2,273997561,4.90974E+11,11839,24339.2
????_??6,20120826,24566.4,24589.3,24554.8,24586.5,205795748,4.17151E+11,12296,24523.2
????_??6,20120827,24609.5,24653,24599.9,24649,196025653,4.57146E+11,13517,24586.5
????_??6,20120902,24662.3,24730.1,24662.3,24730.1,117965811,2.99756E+11,10948,24649
????_??6,20120903,24729.5,25055.1,24729.5,25055,194953768,5.67582E+11,16701,24730.1
????_??6,20120904,25031.8,25384,25031.8,25384,230103688,5.5115E+11,17095,25055
????_??6,20120905,25373.1,25664.4,25373.1,25659.9,404041060,1.08232E+12,20986,25384
????_??6,20120908,25658,25810.4,25658,25791.9,264079951,8.06436E+11,23379,25659.9
????_??6,20120909,25794.6,25794.7,25569,25569.2,205497008,5.41382E+11,20385,25791.9
????_??6,20120910,25582.4,25735.1,25574.4,25735.1,224672891,6.20261E+11,19026,25569.2
????_??6,20120911,25735.5,25902.7,25735.5,25889.2,268243363,8.08931E+11,18486,25735.1
????_??6,20120915,25888.2,26285.4,25888.2,26283.7,302839661,9.17881E+11,24624,25889.2
????_??6,20120916,26282.6,26315.9,26217.2,26217.2,251125963,9.62538E+11,19082,26283.7
????_??6,20120917,26221.9,26470.6,26221.9,26470.6,403865236,1.16796E+12,24692,26217.2
????_??6,20120918,26433,26583.3,26433,26556.9,368877751,9.55412E+11,22378,26470.6
????_??6,20120919,26587.8,26597.8,26514.5,26514.5,635541484,1.24947E+12,29714,26556.9
????_??6,20120922,26519.4,26875.4,26519.4,26875.3,482498458,1.23411E+12,23684,26514.5
????_??6,20120923,26884.2,27139.4,26884.2,27127.1,445685858,1.09757E+12,30936,26875.3
????_??6,20120924,27126.6,27126.6,27059.2,27080.7,263110167,8.86858E+11,23085,27127.1
????_??6,20120925,27102,27440.1,27102,27440.1,307555430,8.49426E+11,23044,27080.7
????_??6,20120926,27445.6,28132.2,27445.6,28132.2,510615475,1.47097E+12,27726,27440.1
????_??6,20120929,28134.1,28828.7,28134.1,28828.7,375296277,1.34621E+12,28667,28132.2
????_??6,20120930,28832.4,29287.6,28832.4,29207.1,584127753,1.80311E+12,40167,28828.7
????_??6,20121001,29230.5,29230.5,28788.8,28788.8,343334631,9.97751E+11,26820,29207.1
????_??6,20121002,28795.7,28795.7,28591.6,28667.1,394456059,1.002E+12,26826,28788.8
????_??6,20121003,28817.4,29123.4,28817.4,29098.5,542114525,1.82183E+12,33528,28667.1
????_??6,20121006,28817.4,29062.3,28789.5,28862.9,316118060,9.40338E+11,22989,29098.5
????_??6,20121007,28864.9,28927.8,28858.6,28858.6,269904140,7.58016E+11,21415,28862.9
????_??6,20121008,28895.6,29014.1,28895.6,29014.1,529433223,1.77327E+12,19214,28858.6
????_??6,20121009,29040.8,29074.9,29032.5,29032.5,524460997,1.57202E+12,21241,29014.1
????_??6,20121010,29030.4,29034.4,28845.7,28845.7,181347385,5.39694E+11,17438,29032.5
????_??6,20121013,28832.2,28832.2,28557.9,28557.9,133841629,4.6204E+11,15655,28845.7
????_??6,20121014,28553.6,28656.1,28532,28656.1,247160765,6.9385E+11,25055,28557.9
????_??6,20121015,28710.4,29018.1,28710.4,28981.3,256026448,8.23913E+11,24889,28656.1
????_??6,20121016,28953.4,29266.6,28953.4,29248.2,338777987,1.11307E+12,30043,28981.3
????_??6,20121017,29248.2,29502.5,29248.2,29502,271990122,9.82504E+11,27689,29248.2
????_??6,20121020,29501,29996.4,29501,29992.6,320790971,9.41169E+11,28810,29502
????_??6,20121021,29993.6,30247.6,29993.6,30211.4,527954143,1.7904E+12,35178,29992.6
????_??6,20121022,30245.6,30703.1,30245.6,30671.6,502273015,1.7306E+12,28125,30211.4
????_??6,20121023,30664.7,30681.1,30615.7,30615.7,299257864,8.52834E+11,23040,30671.6
????_??6,20121024,30594.2,30749.6,30594.2,30749.3,532474033,1.7873E+12,27537,30615.7
????_??6,20121027,30751.8,31131.4,30751.8,31121.7,425329349,1.53961E+12,25321,30749.3
????_??6,20121028,31117.4,31205,31117.4,31160.1,346306848,1.06247E+12,28124,31121.7
????_??6,20121029,31207.8,31234.8,31198.4,31221.5,353043879,1.06872E+12,26685,31160.1
????_??6,20121030,31272.4,31435.5,31272.4,31331.6,504749262,1.51574E+12,33264,31221.5
????_??6,20121031,31330.2,31330.2,31082,31082.4,219539973,6.84372E+11,23852,31331.6
????_??6,20121104,31102.4,31298.5,31100.9,31205.2,222229191,6.95039E+11,22567,31082.4
????_??6,20121105,31166.9,31166.9,30736.6,30736.6,236796899,8.18618E+11,22386,31205.2
????_??6,20121106,30749,30965.4,30749,30940.3,273902793,1.02976E+12,24183,30736.6
????_??6,20121107,30940.5,31282.9,30940.5,31282.9,281610917,9.65706E+11,25547,30940.3
????_??6,20121110,31284.1,31355.6,31149.8,31220.1,219963931,8.02234E+11,25001,31282.9
????_??6,20121111,31218.4,31218.4,31015.6,31015.6,299093283,7.64424E+11,19598,31220.1
????_??6,20121112,31008.6,31009.5,30969.2,30978.8,356835843,1.59665E+12,19313,31015.6
????_??6,20121113,31025,31215,31025,31215,287858796,8.91578E+11,24335,30978.8
????_??6,20121114,31255.1,31370.2,31255.1,31336.4,409377375,1.60921E+12,28297,31215
????_??6,20121117,31350.8,31388.6,31260.3,31260.3,299550989,8.41245E+11,30364,31336.4
????_??6,20121118,31259.2,31342,31259.2,31271.2,282712548,7.20687E+11,27560,31260.3
????_??6,20121119,31291,31291,31096.5,31096.5,456881131,9.36144E+11,44809,31271.2
????_??6,20121120,31097.8,31140.9,31085.4,31140.9,220511737,5.34665E+11,22378,31096.5
????_??6,20121121,31175.6,31259.5,31175.6,31259.5,208907519,4.54381E+11,23747,31140.9
????_??6,20121126,31264.3,31608.9,31264.3,31608.9,239197226,7.398E+11,21409,31259.5
????_??6,20121127,31608.3,32018.4,31608.3,32018.1,402430027,9.59911E+11,26256,31608.9
????_??6,20121128,32017.6,32340.5,32017.6,32339.5,422570631,1.35339E+12,30493,32018.1
????_??6,20121201,32339.1,32742.4,32339.1,32741.5,466545411,1.25829E+12,31365,32339.5
????_??6,20121202,32737.6,33189.2,32737.6,33113.5,586228418,1.79295E+12,36259,32741.5
????_??6,20121203,33114.1,33114.1,33015.1,33015.7,390800327,9.74151E+11,26243,33113.5
????_??6,20121204,33016.9,33131,33016.9,33073.4,457546456,1.28539E+12,28174,33015.7
????_??6,20121205,33096.1,33282,33096.1,33282,501513003,1.57563E+12,31982,33073.4
????_??6,20121208,33297,33716.2,33297,33659.9,412083515,1.48953E+12,35957,33282
????_??6,20121209,33662.3,33662.4,33544,33612.6,637192873,2.28564E+12,29173,33659.9
????_??6,20121210,33612.7,33865.9,33612.7,33760.8,531863120,1.50308E+12,29771,33612.6
????_??6,20121211,33799.4,33921.7,33799.4,33889.4,280340847,1.01768E+12,28269,33760.8
????_??6,20121212,33914,33920.7,33687,33687,287542471,9.68021E+11,26004,33889.4
????_??6,20121215,33718,33968.7,33718,33949.3,443473057,1.63358E+12,24987,33687
????_??6,20121216,33947,34090.9,33947,34090.9,450674563,1.81887E+12,28487,33949.3
????_??6,20121217,34090.3,34669.5,34090.3,34669.5,605712679,2.42556E+12,30921,34090.9
????_??6,20121218,34887.4,35106.2,34887.4,35106.2,462844560,1.58898E+12,32837,34669.5
????_??6,20121219,35183.5,35775.9,35183.5,35760.3,350456171,1.64337E+12,34654,35106.2
????_??6,20121222,35183.5,36040.5,35798.7,36040.5,496368624,2.25029E+12,32944,35760.3
????_??6,20121223,36039.8,36829.3,36039.8,36829.3,898871769,3.09854E+12,39850,36040.5
????_??6,20121224,37105.2,37530.7,37105.2,37530.7,407660403,2.14324E+12,40663,36829.3
????_??6,20121225,37728.9,37746.4,37364.7,37366.4,586856283,2.75274E+12,46633,37530.7
????_??6,20121226,37414,37850.9,37396.9,37798.8,456733834,2.54172E+12,41719,37366.4
????_??6,20121229,37799.2,37918.1,37622.4,37622.4,343516059,1.47019E+12,33295,37798.8
????_??6,20121230,37614.3,37614.3,37088.9,37116.3,280908028,1.13469E+12,27275,37622.4
????_??6,20121231,37295.7,37860.6,37295.7,37860.6,340561306,1.40813E+12,33895,37116.3
????_??6,20130101,37861.6,38091.7,37861.6,37987,260866661,1.27767E+12,30582,37860.6
????_??6,20130102,37987.4,37987.4,37648.5,37648.5,264454809,8.9915E+11,25206,37987
????_??6,20130106,37646.6,37650.5,37059,37059,161873518,6.31114E+11,22308,37648.5
????_??6,20130107,37060,37077,37014.9,37077,193891468,8.63996E+11,25049,37059
????_??6,20130108,37098.1,37315,37098.1,37314.9,237485371,7.76444E+11,21746,37077
????_??6,20130109,37323.2,37441.5,37323.2,37441.5,206721697,8.55836E+11,23860,37314.9
????_??6,20130113,37436,37827.4,37436,37786.2,314985792,1.88614E+12,29609,37441.5
????_??6,20130114,37892.6,38110.9,37892.6,38082.8,380213274,1.43614E+12,33177,37786.2
????_??6,20130115,38208.6,38402.9,38208.6,38322.5,388354948,1.42508E+12,32662,38082.8
????_??6,20130116,38312.9,38345.1,38220,38343.6,232172053,9.87117E+11,28016,38322.5
????_??6,20130119,38146.1,38146.1,37898.8,37898.8,191567091,8.16899E+11,22553,38343.6
????_??6,20130120,37835.1,37835.1,37627.5,37627.5,182055891,7.44966E+11,22371,37898.8
????_??6,20130121,37628.5,37639,37284,37284,215099625,6.62418E+11,25298,37627.5
????_??6,20130122,37193.6,37193.6,36594,36594,250264175,1.03479E+12,20752,37284
????_??6,20130123,37193.6,37257.1,36771.6,37233.7,315956467,1.83706E+12,34667,36594
????_??6,20130126,37404,37437.9,37404,37409.4,265115050,1.19504E+12,27202,37233.7
????_??6,20130128,36723.3,36723.3,36616.9,36674.7,207943760,8.07806E+11,24377,37409.4
????_??6,20130130,36668.4,36684.4,36544.7,36554.9,169131348,7.2604E+11,18787,36674.7
????_??6,20130202,36570.3,36813.1,36570.3,36801.4,272461297,8.58784E+11,20194,36554.9
????_??6,20130203,36812.6,36812.6,36755.5,36761.1,292808751,9.2062E+11,20435,36801.4
????_??6,20130204,36724.1,36724.1,36447,36447,284124145,8.41528E+11,20929,36761.1
????_??6,20130205,36455.4,36516.2,36454.8,36505.6,305945009,1.03977E+12,18637,36447
????_??6,20130206,36528.5,36913.3,36528.5,36913.3,334973511,1.25677E+12,19732,36505.6
????_??6,20130209,36961.9,38209.5,36961.9,38205.4,313819420,1.24218E+12,24045,36913.3
????_??6,20130211,38240.4,38394.3,38240.4,38394.3,383594950,1.18517E+12,22979,38205.4
????_??6,20130212,38497,38711.7,38497,38640.1,429469319,1.84841E+12,27982,38394.3
????_??6,20130213,38716.2,38716.2,38576.9,38611.4,166660863,6.66499E+11,22965,38640.1
????_??6,20130216,38649.8,38707.1,38646.6,38655,452464177,2.41986E+12,24277,38611.4
????_??6,20130217,38698.2,38758,38698.2,38710.3,225909304,1.28816E+12,28091,38655
????_??6,20130218,38745.1,38824.8,38739.4,38739.4,284505391,1.26952E+12,24910,38710.3
????_??6,20130219,38764.3,38764.3,38550.8,38550.8,214472565,8.87401E+11,24497,38739.4
????_??6,20130220,38556.9,38620.1,38479.2,38479.2,225901476,8.89943E+11,25159,38550.8
????_??6,20130223,38522.5,38522.5,38325.8,38325.8,233023497,1.12793E+12,27088,38479.2
????_??6,20130224,38327.7,38385.5,37931.1,37931.1,374224624,1.6211E+12,34864,38325.8
????_??6,20130225,37910.9,37910.9,37350.6,37350.6,264901775,8.64283E+11,20182,37931.1
????_??6,20130226,37351,37573.8,37314.4,37573.7,277201556,7.55438E+11,18773,37350.6
????_??6,20130227,37588.6,37822.1,37588.6,37811.6,483958678,2.67033E+12,22434,37573.7
????_??6,20130302,37803.3,37813.3,37437.2,37437.2,199978311,1.21737E+12,23621,37811.6
????_??6,20130303,37439.5,37439.5,37133.6,37156.1,396252194,1.84045E+12,26499,37437.2
????_??6,20130304,37168.7,37206.6,37135.9,37135.9,249339390,7.71416E+11,25691,37156.1
????_??6,20130305,37210.8,37227.7,36950.6,36950.6,295411278,7.71522E+11,27283,37135.9
????_??6,20130306,36942,36963.2,36925.1,36925.1,180973919,7.16552E+11,22817,36950.6
????_??6,20130309,36925.4,36925.4,36585.5,36585.5,216354540,7.81854E+11,19453,36925.1
????_??6,20130310,36588.8,37115.9,36585.7,37101,259826135,1.16488E+12,26728,36585.5
????_??6,20130311,37178.2,37244,37144.6,37193.6,385815497,1.2646E+12,24361,37101
????_??6,20130312,37193.3,37268.4,37137.7,37268.4,225015071,1.1611E+12,23650,37193.6
????_??6,20130313,37408.5,37998.7,37408.5,37998.7,522238273,2.52487E+12,32350,37268.4
????_??6,20130316,38047.2,38126.4,37854.8,37854.8,876334092,3.58104E+12,22878,37998.7
????_??6,20130317,37734.7,37734.7,37514,37516.1,696712162,3.02001E+12,18128,37854.8
????_??6,20130318,37527.5,38040.8,37527.5,38040.8,439074140,2.62159E+12,28283,37516.1
????_??6,20130325,38074.8,38602.6,38074.8,38602.6,149355775,5.09386E+11,9168,38040.8
????_??6,20130326,38707.2,39351.1,38707.2,39351.1,122483672,5.55628E+11,15123,38602.6
????_??6,20130327,39563.3,39744.5,39563.3,39741.8,127163253,7.94926E+11,19773,39351.1
????_??6,20130330,39821.6,39824.1,39688.2,39714.9,128900590,6.46986E+11,22042,39741.8
????_??6,20130331,39742.6,39990.2,39742.6,39990.2,125450360,5.95449E+11,21520,39714.9
????_??6,20130403,40020.8,40151.4,40015.1,40151.1,207799958,6.0718E+11,22921,39990.2
????_??6,20130406,40199.6,40282.5,40134.2,40134.3,205727057,6.60538E+11,26939,40151.1
????_??6,20130407,40119.4,40119.4,39915.6,39915.6,168859339,6.39837E+11,24608,40134.3
????_??6,20130408,40071.9,40142.2,40066.2,40068,204459515,1.10257E+12,27378,39915.6
????_??6,20130409,40282.7,40615.1,40282.7,40606.6,215881722,1.01838E+12,28436,40068
????_??6,20130410,40615.4,40615.4,40533,40533,243556244,1.16443E+12,34964,40606.6
????_??6,20130413,40546.5,40548.3,40255.1,40255.1,215318877,9.16077E+11,30179,40533
????_??6,20130415,40274.8,40621,40274.8,40621,197658405,9.92877E+11,28761,40255.1
????_??6,20130416,40649.7,40871.9,40639.5,40834.9,307711017,1.72645E+12,36173,40621
????_??6,20130417,40968.7,41024.8,40747.6,40747.6,370500239,1.84552E+12,43321,40834.9
????_??6,20130420,40748.9,40908.7,40550.7,40550.8,270845947,1.46207E+12,36885,40747.6
????_??6,20130421,40550.4,40557.6,40396.3,40506,251226471,1.11286E+12,34729,40550.8
????_??6,20130422,40506.7,41133,40506.7,41133,222731546,1.05017E+12,28782,40506
????_??6,20130423,41134.3,41583.8,41134.3,41583.8,254761600,1.20561E+12,32894,41133
????_??6,20130424,41701.4,42056.5,41701.4,42052.4,318969481,1.46448E+12,40781,41583.8
????_??6,20130427,42054.6,42360.7,42054.6,42334.2,277538878,1.03798E+12,34055,42052.4
????_??6,20130428,42499.5,42596,42499.5,42507.7,310347227,1.74936E+12,40060,42334.2
????_??6,20130429,42509.6,43192.3,42509.6,43192.3,312044098,1.10561E+12,33177,42507.7
????_??6,20130430,43290.1,44069.3,43290.1,43994.3,363489982,1.91607E+12,46426,43192.3
????_??6,20130501,43999.7,44537.1,43999.7,44537.1,454453347,2.48079E+12,55408,43994.3
????_??6,20130504,44892.1,45032.7,44892.1,44993.5,378659790,2.11333E+12,47309,44537.1
