,date,tic,open,high,low,close,volume,value,count,yesterday,code,name_en,name,date_jalali,last,stopped,b_queue,s_queue,day,log_volume,change,daily_variance
65,2018-04-16,بترانس,485.8,493.0,478.0,490.01,1111115.0,5944308894.0,64.0,489.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970127.0,481.21,False,False,False,2,20.11530037267567,0.008591661394665374,0.03061162017101692
65,2018-04-16,بسويچ,2129.59,2130.0,2104.0,2210.74,3000.0,22797596.0,2.0,2214.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970122.0,2103.55,True,False,False,2,15.707450147744057,0.03670716592634125,0.01176076788767562
65,2018-04-16,بموتو,2536.94,2558.0,2537.0,2565.98,19973.0,66393604.0,17.0,2568.0,MOTJ,Motogen-a,موتوژن‌-ت,13970127.0,2558.34,False,False,False,2,17.75223239137811,0.011317313463082316,0.00818400766958433
65,2018-04-16,پتاير,61.13,63.0,61.0,61.99,180265.0,442395558.0,57.0,62.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970127.0,62.11,False,False,False,2,16.22915635115174,0.013873205355702523,0.032263268269075655
65,2018-04-16,پلاسك,789.99,822.0,790.0,809.86,2490189.0,2028624899.0,229.0,783.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970127.0,816.82,False,False,False,2,21.424730562396658,0.024535104832934092,0.039513002247302004
66,2018-04-17,بترانس,484.7,485.0,475.0,489.19,102880.0,537034131.0,59.0,490.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970128.0,476.72,False,False,False,3,17.73406950153833,0.009178437825793678,0.02044195506858276
66,2018-04-17,بسويچ,2104.94,2105.0,2101.0,2209.91,700.0,5312960.0,2.0,2211.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970128.0,2100.51,False,False,False,3,14.251787404744059,0.04749967193234105,0.001810028462697576
66,2018-04-17,بموتو,2521.66,2522.0,2502.0,2562.93,16298.0,53739901.0,11.0,2566.0,MOTJ,Motogen-a,موتوژن‌-ت,13970128.0,2521.66,False,False,False,3,17.547704094127212,0.016102663748132014,0.007803568571907934
66,2018-04-17,پتاير,60.14,63.0,60.0,61.58,68662.0,165412204.0,34.0,62.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970128.0,61.28,False,False,False,3,15.25728833812545,0.023384215654433223,0.04871711594673595
66,2018-04-17,پلاسك,836.69,837.0,795.0,811.85,2284611.0,1866636083.0,246.0,810.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970128.0,794.96,False,False,False,3,21.341021921150755,-0.030596785120404053,0.05173369464802611
67,2018-04-18,بترانس,476.72,477.0,471.0,488.09,102932.0,531735646.0,110.0,489.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970129.0,476.72,False,False,False,4,17.732323670091105,0.023294884140219935,0.012292814849720338
67,2018-04-18,بسويچ,2100.51,2188.0,2100.0,2207.14,3995.0,30923345.0,5.0,2210.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970129.0,2187.75,False,False,False,4,15.992251696971733,0.04831138939985667,0.03987060177424178
67,2018-04-18,بموتو,2521.66,2522.0,2514.0,2560.63,15464.0,50981670.0,19.0,2563.0,MOTJ,Motogen-a,موتوژن‌-ت,13970129.0,2514.02,False,False,False,4,17.494278621835676,0.015218910971128298,0.0031242311462413544
67,2018-04-18,پتاير,60.65,65.0,60.0,62.39,691825.0,1708889460.0,171.0,62.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970129.0,64.64,False,False,False,4,17.58049331856698,0.027889084789229076,0.08014104824491104
67,2018-04-18,پلاسك,790.98,817.0,791.0,798.93,1068662.0,859539977.0,126.0,812.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970129.0,795.95,False,False,False,4,20.56519128907821,0.009950809207314698,0.03254352696731879
68,2018-04-21,بترانس,476.45,477.0,470.0,487.26,84213.0,435382699.0,66.0,488.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970201.0,474.8,False,False,False,0,17.529902444134507,0.02218528095883102,0.014366046874358659
68,2018-04-21,بسويچ,2215.45,2215.0,2214.0,2207.14,16.0,127909.0,3.0,2207.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970201.0,2213.51,False,False,False,0,10.472041561011139,-0.0037650534175448524,0.00045307502016183845
68,2018-04-21,بموتو,2507.14,2547.0,2504.0,2556.81,27057.0,89273747.0,20.0,2561.0,MOTJ,Motogen-a,موتوژن‌-ت,13970201.0,2508.67,False,False,False,0,18.052216697537048,0.01942655105385229,0.01681783159483888
68,2018-04-21,پتاير,64.92,65.0,63.0,64.74,510330.0,1307805156.0,119.0,62.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970201.0,65.5,False,False,False,0,17.313192102769836,-0.002780352177942645,0.03089280197713933
68,2018-04-21,پلاسك,794.96,813.0,791.0,799.93,2105474.0,1695062668.0,190.0,799.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970201.0,798.93,False,False,False,0,21.24457540173667,0.0062130436413185075,0.0275024064605653
69,2018-04-22,بترانس,475.44,475.0,464.0,486.44,60855.0,310659805.0,71.0,487.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970202.0,472.14,False,False,False,1,17.203362828421454,0.022613271934873776,0.022613271934873776
69,2018-04-22,بسويچ,2210.18,2210.0,2210.0,2207.14,1.0,7980.0,1.0,2207.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970202.0,2210.18,False,True,False,1,7.699452838771358,-0.0013773480612919724,0.0
69,2018-04-22,بموتو,2549.94,2550.0,2550.0,2556.81,1.0,3337.0,1.0,2557.0,MOTJ,Motogen-a,موتوژن‌-ت,13970202.0,2549.94,False,False,True,1,7.8465156667032305,0.0026869419315474715,0.0
69,2018-04-22,پتاير,65.55,67.0,63.0,64.28,361329.0,919666378.0,74.0,65.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970202.0,64.41,False,False,False,1,16.960792720491092,-0.019757311761045365,0.06222775357809583
69,2018-04-22,پلاسك,799.93,800.0,780.0,789.99,1673202.0,1330421525.0,158.0,800.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970202.0,784.03,False,False,False,1,21.002270001016935,-0.012582437752376538,0.025316776161723564
70,2018-04-23,بترانس,471.4,472.0,468.0,485.34,101841.0,522085330.0,89.0,486.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970203.0,471.5,False,False,False,2,17.716017728765426,0.02872213293773437,0.008241645032348458
70,2018-04-23,بسويچ,2210.18,2210.0,2210.0,2207.14,1.0,7980.0,1.0,2207.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970202.0,2210.18,True,False,False,2,7.699452838771358,-0.0013773480612919724,0.0
70,2018-04-23,بموتو,2467.41,2503.0,2467.0,2554.52,8450.0,27459700.0,7.0,2557.0,MOTJ,Motogen-a,موتوژن‌-ت,13970203.0,2475.81,False,False,False,2,16.88754133841223,0.034100339789862724,0.014092667115544213
70,2018-04-23,پتاير,63.42,65.0,63.0,63.88,263837.0,667325181.0,98.0,64.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970203.0,64.16,False,False,False,2,16.640093090548,0.007201001878522242,0.031308703819661866
70,2018-04-23,پلاسك,799.93,806.0,785.0,794.96,1709074.0,1367467618.0,206.0,790.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970203.0,796.95,False,False,False,2,21.029754060258952,-0.006251886887390452,0.02641642346784744
71,2018-04-24,بترانس,472.14,472.0,469.0,484.51,86597.0,445073150.0,59.0,485.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970204.0,470.95,False,False,False,3,17.552158522870847,0.02553094879362656,0.0061918226661988405
71,2018-04-24,بسويچ,2210.18,2210.0,2210.0,2207.14,1.0,7980.0,1.0,2207.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970202.0,2210.18,True,False,False,3,7.699452838771358,-0.0013773480612919724,0.0
71,2018-04-24,بموتو,2478.11,2554.0,2478.0,2553.76,7403.0,24545078.0,10.0,2555.0,MOTJ,Motogen-a,موتوژن‌-ت,13970204.0,2544.59,False,False,False,3,16.754962664377345,0.029622987281498685,0.029760040097738236
71,2018-04-24,پتاير,64.41,67.0,64.0,66.51,638076.0,1680087389.0,102.0,64.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970204.0,67.06,False,False,False,3,17.563564989785817,0.03157419936851614,0.04510599909788002
71,2018-04-24,پلاسك,803.9,827.0,804.0,818.81,2592099.0,2135725495.0,281.0,795.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970204.0,815.83,False,False,False,3,21.47583059687654,0.01820935259706155,0.028089544582992395
72,2018-04-25,بترانس,472.14,472.0,470.0,484.24,27971.0,143676428.0,28.0,485.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970205.0,471.22,False,False,False,4,16.421504189732392,0.02498760944985962,0.004130183380142078
72,2018-04-25,بسويچ,2210.18,2210.0,2210.0,2207.14,1.0,7980.0,1.0,2207.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970202.0,2210.18,True,False,False,4,7.699452838771358,-0.0013773480612919724,0.0
72,2018-04-25,بموتو,2483.45,2538.0,2483.0,2550.7,20606.0,67692287.0,13.0,2554.0,MOTJ,Motogen-a,موتوژن‌-ت,13970205.0,2521.66,False,False,False,4,17.777460684790483,0.02636531148312228,0.021562708276159488
72,2018-04-25,پتاير,69.36,69.0,67.0,67.87,219057.0,588715469.0,91.0,67.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970205.0,67.19,False,False,False,4,16.514681359621513,-0.021953735081773902,0.029468100780904668
72,2018-04-25,پلاسك,807.88,825.0,799.0,810.86,2020687.0,1648601194.0,212.0,819.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970205.0,814.83,False,False,False,4,21.217043523393315,0.003675110376637173,0.032064721406901316
73,2018-04-28,بترانس,470.67,471.0,465.0,483.41,79782.0,408416699.0,61.0,484.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970208.0,470.85,False,False,False,0,17.467918348941996,0.026354440330154546,0.012411824331312963
73,2018-04-28,بسويچ,2210.18,2210.0,2210.0,2207.14,1.0,7980.0,1.0,2207.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970202.0,2210.18,True,False,False,0,7.699452838771358,-0.0013773480612919724,0.0
73,2018-04-28,بموتو,2550.7,2551.0,2485.0,2549.94,8092.0,26608096.0,6.0,2551.0,MOTJ,Motogen-a,موتوژن‌-ت,13970208.0,2521.66,False,False,False,0,16.842456306751522,-0.000298046228538618,0.02588296195204593
73,2018-04-28,پتاير,64.51,66.0,64.0,64.69,327099.0,837862003.0,91.0,68.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970208.0,64.49,False,False,False,0,16.867624786408633,0.002782501159375369,0.03091667954861648
73,2018-04-28,پلاسك,804.89,805.0,777.0,789.0,2208037.0,1752437083.0,248.0,811.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970208.0,779.06,False,False,False,0,21.278380764330972,-0.02013941698352343,0.035487959442332066
74,2018-04-29,بترانس,470.67,472.0,465.0,482.31,122140.0,626143720.0,70.0,483.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970209.0,466.64,False,False,False,1,17.891510267620102,0.02413385581887165,0.014513487176297402
74,2018-04-29,بسويچ,2096.9,2160.0,2097.0,2200.21,11622.0,90153670.0,5.0,2207.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970209.0,2160.33,False,False,False,1,17.05696322197142,0.04695460887824342,0.02863363042618659
74,2018-04-29,بموتو,2468.94,2474.0,2465.0,2532.36,59625.0,192654570.0,15.0,2550.0,MOTJ,Motogen-a,موتوژن‌-ت,13970209.0,2465.12,False,False,False,1,18.832737181442866,0.02504383263043172,0.003553997062029095
74,2018-04-29,پتاير,61.68,62.0,61.0,61.45,296186.0,720668538.0,76.0,65.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970209.0,61.45,False,False,False,1,16.716966750349595,-0.003742880390561381,0.01627339300244101
74,2018-04-29,پلاسك,792.97,805.0,766.0,778.07,1373841.0,1075247134.0,156.0,789.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970209.0,784.03,False,False,False,1,20.789937518968284,-0.01914994794812803,0.05012402483067076
75,2018-04-30,بترانس,467.55,468.0,460.0,479.93,212201.0,1077253859.0,139.0,482.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970210.0,465.63,False,False,False,2,18.43892947762015,0.025795428499989573,0.01666909757672994
75,2018-04-30,بسويچ,2160.05,2160.0,2160.0,2162.55,94200.0,734749970.0,32.0,2200.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970210.0,2160.33,False,False,True,2,19.132218820490476,0.0011560426348523733,0.0
75,2018-04-30,بموتو,2465.12,2466.0,2461.0,2523.95,33273.0,107329598.0,5.0,2532.0,MOTJ,Motogen-a,موتوژن‌-ت,13970210.0,2465.88,False,False,False,2,18.246081949912064,0.023308702628815917,0.0019810218110501397
75,2018-04-30,پتاير,59.91,61.0,60.0,60.47,1564207.0,3744415222.0,211.0,61.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970210.0,60.32,False,False,False,2,18.365036918555813,0.00926079047461555,0.0165371258475277
75,2018-04-30,پلاسك,760.18,787.0,760.0,778.07,1015496.0,795017682.0,137.0,778.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970210.0,773.1,False,False,False,2,20.487704215472494,0.022992789851812946,0.03470124795969514
76,2018-05-01,بترانس,465.72,467.0,456.0,478.65,106181.0,535566443.0,77.0,480.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970211.0,463.79,False,False,False,3,17.743870105455162,0.027013475399561164,0.022981301577352974
76,2018-05-01,بسويچ,2201.32,2201.0,2201.0,2162.82,1000.0,7948000.0,1.0,2163.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970211.0,2201.32,False,True,False,3,14.586923483719286,-0.017800834096226223,0.0
76,2018-05-01,بموتو,2465.12,2466.0,2461.0,2523.95,33273.0,107329598.0,5.0,2532.0,MOTJ,Motogen-a,موتوژن‌-ت,13970210.0,2465.88,True,False,False,3,18.246081949912064,0.023308702628815917,0.0019810218110501397
76,2018-05-01,پتاير,59.89,61.0,60.0,60.55,73398.0,176213486.0,30.0,60.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970211.0,60.62,False,False,False,3,15.307121436274073,0.0109000825763831,0.016515276630883566
76,2018-05-01,پلاسك,786.01,800.0,765.0,783.03,1044699.0,823464042.0,113.0,778.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970211.0,788.0,False,False,False,3,20.522410373045624,-0.003805729026984941,0.04469815971291011
77,2018-05-05,بترانس,466.64,484.0,467.0,481.31,2227599.0,11695886087.0,130.0,479.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970215.0,468.93,False,False,False,0,20.792946434939267,0.030479316864390964,0.035320271758326235
77,2018-05-05,بسويچ,2063.39,2063.0,2055.0,2155.07,7168.0,53212231.0,6.0,2163.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970215.0,2054.81,False,False,False,0,16.552960439263675,0.04254154157405573,0.0037121764026226524
77,2018-05-05,بموتو,2445.25,2445.0,2432.0,2506.38,53299.0,169811881.0,25.0,2524.0,MOTJ,Motogen-a,موتوژن‌-ت,13970215.0,2432.26,False,False,False,0,18.710267608285704,0.024389757339270225,0.005186763379854611
77,2018-05-05,پتاير,60.87,61.0,58.0,58.45,362544.0,839030600.0,106.0,61.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970215.0,58.58,False,False,False,0,16.869072813139418,-0.04140290846877664,0.05132591958939264
77,2018-05-05,پلاسك,780.05,789.0,752.0,762.17,1346676.0,1032831658.0,155.0,783.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970215.0,755.21,False,False,False,0,20.749319519855323,-0.023459333219622912,0.048545600062978075
78,2018-05-06,بترانس,474.89,475.0,464.0,480.21,123752.0,631041226.0,67.0,481.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970216.0,467.0,False,False,False,1,17.900258350143215,0.011078486495491542,0.02290664500947502
78,2018-05-06,بسويچ,2063.39,2063.0,2055.0,2155.07,7168.0,53212231.0,6.0,2163.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970215.0,2054.81,True,False,False,1,16.552960439263675,0.04254154157405573,0.0037121764026226524
78,2018-05-06,بموتو,2432.26,2432.0,2386.0,2503.32,7501.0,23540075.0,5.0,2506.0,MOTJ,Motogen-a,موتوژن‌-ت,13970216.0,2386.41,False,False,False,1,16.748164753813832,0.02838630298962975,0.018375597206909223
78,2018-05-06,پتاير,57.54,59.0,56.0,57.94,167873.0,384293169.0,70.0,58.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970216.0,57.59,False,False,False,1,16.090371012469564,0.006903693476009641,0.05177770107007249
78,2018-05-06,پلاسك,778.07,778.0,734.0,739.31,2164870.0,1610357186.0,223.0,762.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970216.0,735.34,False,False,False,1,21.19358819020675,-0.05242726325898488,0.05951495313197441
79,2018-05-07,بترانس,475.16,475.0,460.0,479.75,43040.0,218084392.0,46.0,480.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970217.0,464.62,False,False,False,2,16.843150329723475,0.009567483064095831,0.031266284523189164
79,2018-05-07,بسويچ,2063.39,2063.0,2055.0,2155.07,7168.0,53212231.0,6.0,2163.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970215.0,2054.81,True,False,False,2,16.552960439263675,0.04254154157405573,0.0037121764026226524
79,2018-05-07,بموتو,2386.41,2407.0,2379.0,2488.8,33462.0,104399553.0,13.0,2503.0,MOTJ,Motogen-a,موتوژن‌-ت,13970217.0,2384.88,False,False,False,2,18.237721691201035,0.0411403085824495,0.011250401800064288
79,2018-05-07,پتاير,58.1,61.0,57.0,60.07,324997.0,772877235.0,84.0,58.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970217.0,60.82,False,False,False,2,16.78708177936211,0.032795072415515214,0.0665889795238888
79,2018-05-07,پلاسك,761.17,775.0,735.0,754.22,1666771.0,1265062968.0,170.0,739.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970217.0,775.08,False,False,False,2,20.952082882408565,-0.009214817957625005,0.053034923497122854
80,2018-05-08,بترانس,467.28,467.0,458.0,475.62,300155.0,1503533588.0,123.0,480.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970218.0,460.13,False,False,False,3,18.77667350295586,0.017535006938312166,0.01892266935789075
80,2018-05-08,بسويچ,2063.39,2063.0,2055.0,2155.07,7168.0,53212231.0,6.0,2163.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970215.0,2054.81,True,False,False,3,16.552960439263675,0.04254154157405573,0.0037121764026226524
80,2018-05-08,بموتو,2466.64,2467.0,2415.0,2488.04,5952.0,19131148.0,5.0,2489.0,MOTJ,Motogen-a,موتوژن‌-ت,13970218.0,2415.45,False,False,False,3,16.51073310741318,0.008601147891513035,0.02089998553077925
80,2018-05-08,پتاير,61.88,62.0,61.0,62.01,381987.0,937598181.0,92.0,60.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970218.0,61.4,False,False,False,3,16.980437517957803,0.0020964360587001365,0.016126431220770843
80,2018-05-08,پلاسك,773.1,791.0,763.0,788.0,3843265.0,3047939321.0,305.0,754.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970218.0,790.98,False,False,False,3,21.831330913571833,0.018908629441624338,0.03553299492385787
81,2018-05-09,بترانس,460.77,461.0,452.0,473.97,140477.0,701174322.0,150.0,476.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970219.0,458.39,False,False,False,4,18.013943081840708,0.02784986391543778,0.018988543578707513
81,2018-05-09,بسويچ,2049.54,2207.0,2050.0,2154.51,3455.0,26702632.0,5.0,2155.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970219.0,2206.86,False,False,False,4,15.822896334695024,0.048721054903435236,0.0728703974453588
81,2018-05-09,بموتو,2441.43,2554.0,2384.0,2476.58,76210.0,243959279.0,26.0,2488.0,MOTJ,Motogen-a,موتوژن‌-ت,13970219.0,2553.76,False,False,False,4,19.055881821821053,0.014192959645963421,0.06864304807436061
81,2018-05-09,پتاير,59.03,63.0,59.0,59.26,564914.0,1325386382.0,99.0,62.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970219.0,58.93,False,False,False,4,17.326363328299134,0.0038812014849813853,0.06749915626054674
81,2018-05-09,پلاسك,751.24,774.0,749.0,755.21,3634186.0,2760203388.0,353.0,788.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970219.0,754.22,False,False,False,4,21.732891566166607,0.005256815984957862,0.03310337522013744
82,2018-05-12,بترانس,459.03,463.0,450.0,467.83,502984.0,2500032490.0,247.0,474.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970222.0,450.32,False,False,False,0,19.276418621494738,0.018810251587115003,0.02778787166278349
82,2018-05-12,بسويچ,2056.19,2119.0,2056.0,2149.8,4871.0,36213341.0,5.0,2155.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970222.0,2118.51,False,False,False,0,16.164184627345506,0.04354358544980934,0.02930505163271002
82,2018-05-12,بموتو,2445.25,2445.0,2445.0,2475.81,7180.0,22976000.0,2.0,2477.0,MOTJ,Motogen-a,موتوژن‌-ت,13970222.0,2445.25,False,False,True,0,16.693377556230296,0.012343435077812897,0.0
82,2018-05-12,پتاير,58.1,61.0,58.0,59.23,125910.0,295245076.0,32.0,59.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970222.0,59.51,False,False,False,0,15.82475081528462,0.019078169846361567,0.050650008441668073
82,2018-05-12,پلاسك,749.25,773.0,749.0,759.18,1227600.0,938447545.0,120.0,755.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970222.0,755.21,False,False,False,0,20.652810505156946,0.01307990199952574,0.03161305619220738
83,2018-05-13,بترانس,458.29,458.0,449.0,467.46,45903.0,228134652.0,47.0,468.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970223.0,456.74,False,False,False,1,16.881599536960746,0.019616651692123302,0.019252984212552948
83,2018-05-13,بسويچ,2111.58,2182.0,2053.0,2146.48,4344.0,32529029.0,12.0,2150.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970223.0,2181.93,False,False,False,1,16.048135431741382,0.0162591778167046,0.06009839364913719
83,2018-05-13,بموتو,2464.35,2475.0,2352.0,2452.13,77350.0,242079644.0,34.0,2476.0,MOTJ,Motogen-a,موتوژن‌-ت,13970223.0,2353.55,False,False,False,1,19.06080816959645,-0.004983422575475118,0.05016047273186984
83,2018-05-13,پتاير,60.62,62.0,60.0,61.66,786465.0,1919634287.0,113.0,59.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970223.0,62.19,False,False,False,1,17.696938921994686,0.016866688290626,0.032435939020434644
83,2018-05-13,پلاسك,765.15,797.0,765.0,793.96,2217394.0,1772153091.0,197.0,759.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970223.0,796.95,False,False,False,1,21.288876272589363,0.036286462794095496,0.04030429744571515
84,2018-05-14,بترانس,458.39,467.0,450.0,464.25,2524735.0,12784821293.0,127.0,467.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970224.0,464.71,False,False,False,2,20.882069864921675,0.01262250942380186,0.0366182014001077
84,2018-05-14,بسويچ,2210.74,2211.0,2079.0,2145.1,2010.0,15089820.0,3.0,2146.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970224.0,2078.62,False,False,False,2,15.276831451375179,-0.030599972029275967,0.061535592746258916
84,2018-05-14,بموتو,2388.7,2464.0,2363.0,2442.96,70622.0,223335954.0,39.0,2452.0,MOTJ,Motogen-a,موتوژن‌-ت,13970224.0,2445.25,False,False,False,2,18.96606268748262,0.022210760716507932,0.04134328846972525
84,2018-05-14,پتاير,63.02,65.0,63.0,64.59,517126.0,1322447399.0,83.0,62.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970224.0,64.74,False,False,False,2,17.324101437574654,0.024307168292305312,0.030964545595293387
84,2018-05-14,پلاسك,812.84,833.0,812.0,828.74,1546996.0,1289537767.0,129.0,794.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970224.0,832.72,False,False,False,2,20.97173201896448,0.01918575186427586,0.02533967227357193
85,2018-05-15,بترانس,462.51,464.0,458.0,463.98,5065812.0,25635598327.0,250.0,464.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970225.0,463.98,False,False,False,3,21.577866446558087,0.0031682400103453323,0.0129315918789603
85,2018-05-15,بسويچ,2210.74,2211.0,2079.0,2145.1,2010.0,15089820.0,3.0,2146.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970224.0,2078.62,True,False,False,3,15.276831451375179,-0.030599972029275967,0.061535592746258916
85,2018-05-15,بموتو,2444.48,2475.0,2402.0,2442.96,40952.0,130930692.0,10.0,2443.0,MOTJ,Motogen-a,موتوژن‌-ت,13970225.0,2407.04,False,False,False,3,18.421121625949613,-0.0006221960244948676,0.029881782755345972
85,2018-05-15,پتاير,65.67,66.0,62.0,63.45,403927.0,1014670922.0,77.0,65.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970225.0,61.96,False,False,False,3,17.059241641707416,-0.034988179669030714,0.06304176516942474
85,2018-05-15,پلاسك,854.58,868.0,799.0,830.73,4600385.0,3845440947.0,445.0,829.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970225.0,814.83,False,False,False,3,22.06395538592276,-0.02870968906865049,0.0830594778086743
86,2018-05-16,بترانس,462.51,463.0,457.0,460.95,2303711.0,11583546408.0,147.0,464.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970226.0,460.77,False,False,False,4,20.78332143614724,-0.0033843150016270797,0.013016596160104133
86,2018-05-16,بسويچ,2127.09,2127.0,2127.0,2144.82,1000.0,7680000.0,1.0,2145.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970226.0,2127.09,False,False,True,4,14.578566190739187,0.00826642795199598,0.0
86,2018-05-16,بموتو,2393.29,2445.0,2393.0,2442.96,12641.0,40410001.0,8.0,2443.0,MOTJ,Motogen-a,موتوژن‌-ت,13970226.0,2445.25,False,False,False,4,17.24566647630775,0.02033189245832927,0.021285653469561516
86,2018-05-16,پتاير,65.42,65.0,62.0,62.52,385174.0,953388851.0,55.0,63.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970226.0,62.39,False,False,False,4,16.996936964777387,-0.04638515674984003,0.04798464491362764
86,2018-05-16,پلاسك,813.84,824.0,796.0,807.88,2324974.0,1890185036.0,194.0,831.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970226.0,815.83,False,False,False,4,21.353632946785556,-0.007377333267316973,0.034658612665247314
87,2018-05-19,بترانس,457.38,461.0,456.0,460.22,1644107.0,8252734301.0,116.0,461.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970229.0,456.55,False,False,False,0,20.444412573660895,0.0061709617139629564,0.010864369214723392
