,date,tic,open,high,low,close,volume,value,count,yesterday,code,name_en,name,date_jalali,last,stopped,b_queue,s_queue,day,log_volume,change,daily_variance
184,2018-10-10,بسويچ,3997.74,4002.0,3998.0,4195.92,14021.0,88531444.0,11.0,4208.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970718.0,3997.74,False,False,False,4,17.890179388278636,0.04723159640793921,0.0009533070220595245
184,2018-10-10,بموتو,5233.59,5348.0,4972.0,4990.6,672006.0,4388785108.0,124.0,5234.0,MOTJ,Motogen-a,موتوژن‌-ت,13970718.0,4972.26,False,False,False,4,21.933333970035076,-0.04868953632829715,0.0753416422875005
184,2018-10-10,پتاير,88.86,89.0,89.0,88.86,456147.0,1604725146.0,41.0,94.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970718.0,88.86,False,False,True,4,17.517632502475802,0.0,0.0
184,2018-10-10,پلاسك,1311.68,1348.0,1294.0,1295.78,5643993.0,7360786270.0,345.0,1361.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970718.0,1293.79,False,False,False,4,22.71297046111505,-0.012270601490993911,0.04167374091280927
185,2018-10-13,بترانس,676.66,677.0,646.0,670.28,620007.0,4213638922.0,114.0,681.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970721.0,646.5,False,False,False,0,19.845181582812643,-0.009518410216625882,0.04624932863877783
185,2018-10-13,بسويچ,3986.34,4304.0,3986.0,4195.92,360.0,2366960.0,2.0,4196.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970721.0,4304.19,False,False,False,0,14.227971935007659,0.049948521420808766,0.07578790825373219
185,2018-10-13,بموتو,4741.49,4742.0,4741.0,4935.58,60416.0,374924334.0,22.0,4991.0,MOTJ,Motogen-a,موتوژن‌-ت,13970721.0,4741.49,False,False,False,0,19.513234722329106,0.03932465890533638,0.0002026104328164066
185,2018-10-13,پتاير,84.44,84.0,84.0,84.44,166277.0,555864011.0,14.0,89.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970721.0,84.44,False,False,True,0,16.45745157432683,0.0,0.0
185,2018-10-13,پلاسك,1253.05,1290.0,1231.0,1239.14,1092695.0,1362964421.0,110.0,1296.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970721.0,1231.19,False,False,False,0,21.026330549323053,-0.011225527381893776,0.04761366754361896
186,2018-10-14,بترانس,676.95,677.0,637.0,667.67,2627138.0,18145018031.0,220.0,670.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970722.0,636.83,False,False,False,1,21.285199638189074,-0.013899081881768069,0.05990983569727561
186,2018-10-14,بسويچ,4196.55,4197.0,4197.0,4195.92,2251.0,14919628.0,1.0,4196.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970722.0,4196.55,False,True,False,1,16.060997744464235,-0.0001501458559744011,0.0
186,2018-10-14,بموتو,4689.53,4690.0,4690.0,4935.58,170.0,1043290.0,1.0,4936.0,MOTJ,Motogen-a,موتوژن‌-ت,13970722.0,4689.53,False,False,True,1,13.640023909874195,0.04985229699447688,0.0
186,2018-10-14,پتاير,80.22,80.0,80.0,84.04,13469.0,42777544.0,4.0,84.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970722.0,80.22,False,False,True,1,13.939438903575615,0.04545454545454554,0.0
186,2018-10-14,پلاسك,1177.53,1178.0,1178.0,1232.18,42558.0,50431230.0,4.0,1239.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970722.0,1177.53,False,False,True,1,17.775163367747577,0.04435228619195255,0.0
187,2018-10-15,بترانس,701.01,701.0,677.0,697.92,6124778.0,44222272512.0,630.0,668.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970723.0,699.85,False,False,False,2,22.175957551853507,-0.004427441540577762,0.034387895460797804
187,2018-10-15,بسويچ,3986.34,4179.0,3986.0,3988.24,265764.0,1673961353.0,27.0,4196.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970723.0,4178.82,False,False,False,2,20.781469285720423,0.000476400617816289,0.04839227328345336
187,2018-10-15,بموتو,4689.53,5005.0,4690.0,4822.49,188154.0,1175014401.0,96.0,4936.0,MOTJ,Motogen-a,موتوژن‌-ت,13970723.0,4849.23,False,False,False,2,20.626061726593335,0.027570819224093785,0.06531895348668426
187,2018-10-15,پتاير,79.84,84.0,80.0,81.33,5930804.0,19096718306.0,693.0,84.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970723.0,84.06,False,False,False,2,19.994185295749734,0.01832042296815437,0.04918234353866962
187,2018-10-15,پلاسك,1170.58,1294.0,1171.0,1246.1,8779086.0,11006678120.0,753.0,1232.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970723.0,1293.79,False,False,False,2,23.115656812913524,0.06060508787416739,0.0987079688628521
188,2018-10-16,بترانس,732.82,733.0,678.0,711.94,3867159.0,28479710644.0,604.0,698.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970724.0,700.63,False,False,False,3,21.73602432508739,-0.029328314183779524,0.07725370115459167
188,2018-10-16,بسويچ,3799.56,3832.0,3790.0,3973.68,18210.0,109301431.0,17.0,3988.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970724.0,3790.07,False,False,False,3,18.09717406918912,0.04381832457570813,0.01056954762336172
188,2018-10-16,بموتو,4662.78,4848.0,4582.0,4706.34,221515.0,1356697512.0,77.0,4822.0,MOTJ,Motogen-a,موتوژن‌-ت,13970724.0,4590.95,False,False,False,3,20.764911401136047,0.009255599892910499,0.056519503478286735
188,2018-10-16,پتاير,84.62,85.0,84.0,85.3,1062737.0,3588922235.0,141.0,81.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970724.0,85.4,False,False,False,3,18.32253266822795,0.007971864009378576,0.011723329425556858
188,2018-10-16,پلاسك,1307.71,1308.0,1249.0,1301.74,4124780.0,5404002735.0,413.0,1246.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970724.0,1300.75,False,False,False,3,22.403980353042233,-0.0045861692811160655,0.0453239510194048
189,2018-10-17,بترانس,712.42,718.0,677.0,692.9,2795771.0,20041227648.0,539.0,712.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970725.0,692.41,False,False,False,4,21.384504164896793,-0.028171453312166233,0.0591715976331361
189,2018-10-17,بسويچ,3791.33,3894.0,3776.0,3798.3,480292.0,2881440158.0,32.0,3974.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970725.0,3893.9,False,False,False,4,21.32445840845201,0.0018350314614433442,0.031066529763315167
189,2018-10-17,بموتو,4472.51,4623.0,4472.0,4513.77,235466.0,1381732344.0,67.0,4706.0,MOTJ,Motogen-a,موتوژن‌-ت,13970725.0,4622.28,False,False,False,4,20.78420981183011,0.009140917680785732,0.03345318879783418
189,2018-10-17,پتاير,85.37,90.0,81.0,88.13,2129229.0,7429497000.0,267.0,85.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970725.0,89.54,False,False,False,4,19.050083497438575,0.03131737206399627,0.10212186542607513
189,2018-10-17,پلاسك,1280.88,1281.0,1237.0,1239.14,9713039.0,12113954822.0,747.0,1302.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970725.0,1237.15,False,False,False,4,23.21115263720976,-0.03368465225882467,0.03550849782913956
190,2018-10-20,بترانس,715.32,715.0,677.0,696.37,3798093.0,27363109149.0,694.0,693.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970728.0,695.02,False,False,False,0,21.69589078490217,-0.027212545055071362,0.054568691931013685
190,2018-10-20,بسويچ,3679.9,3973.0,3672.0,3779.94,52847.0,309965870.0,22.0,3798.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970728.0,3862.25,False,False,False,0,19.11261964073138,0.026466028561299905,0.07963089361206792
190,2018-10-20,بموتو,4618.46,4739.0,4593.0,4692.58,1307381.0,8028686354.0,141.0,4514.0,MOTJ,Motogen-a,موتوژن‌-ت,13970728.0,4739.2,False,False,False,0,22.537274274191883,0.015795148937258374,0.031112948527249402
190,2018-10-20,پتاير,91.18,93.0,90.0,92.12,1530352.0,5581117125.0,230.0,88.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970728.0,92.52,False,False,False,0,18.764100407219605,0.010204081632653036,0.03256621797655232
190,2018-10-20,پلاسك,1284.85,1301.0,1253.0,1296.78,4323396.0,5640731903.0,342.0,1239.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970728.0,1300.75,False,False,False,0,22.447191310231783,0.009199710051049572,0.03701475963540462
191,2018-10-21,بترانس,699.85,700.0,662.0,666.22,2561066.0,17650888121.0,708.0,696.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970729.0,662.25,False,False,False,1,21.25755408235639,-0.050478820809942655,0.05703821560445498
191,2018-10-21,بسويچ,3862.25,3951.0,3850.0,3781.2,2833.0,17398440.0,6.0,3780.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970729.0,3938.22,False,False,False,1,16.186888198381745,-0.021434994181741295,0.026711097006241406
191,2018-10-21,بموتو,4773.58,4774.0,4638.0,4671.19,154109.0,938629141.0,25.0,4693.0,MOTJ,Motogen-a,موتوژن‌-ت,13970729.0,4763.65,False,False,False,1,20.394584559426292,-0.02191946805846055,0.0291146367413871
191,2018-10-21,پتاير,95.4,95.0,88.0,89.16,1028033.0,3628627412.0,206.0,92.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970729.0,87.52,False,False,False,1,18.333590334167,-0.06998654104979822,0.07851054284432481
191,2018-10-21,پلاسك,1360.37,1360.0,1235.0,1289.82,4440375.0,5764507908.0,440.0,1297.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970729.0,1341.49,False,False,False,1,22.468507343037466,-0.05469755469755466,0.09691274751515716
192,2018-10-22,بترانس,686.23,686.0,633.0,654.23,8621169.0,58345962317.0,793.0,666.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970730.0,632.96,False,False,False,2,22.45319021988298,-0.048912461978203384,0.08101126515139935
192,2018-10-22,بسويچ,3969.88,3970.0,3596.0,3793.23,20978.0,129886968.0,24.0,3781.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970730.0,3963.55,False,False,False,2,18.19220272638944,-0.046569809898160695,0.09859671045520572
192,2018-10-22,بموتو,4772.05,4774.0,4510.0,4647.5,86723.0,521774919.0,37.0,4671.0,MOTJ,Motogen-a,موتوژن‌-ت,13970730.0,4584.08,False,False,False,2,19.81455912976665,-0.026799354491662222,0.05680473372781065
192,2018-10-22,پتاير,85.17,90.0,85.0,85.0,523198.0,1760506646.0,140.0,89.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970730.0,84.72,False,False,False,2,17.610366512978167,-0.00200000000000002,0.058823529411764705
192,2018-10-22,پلاسك,1291.81,1302.0,1232.0,1249.08,2025559.0,2545690716.0,240.0,1290.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970730.0,1259.01,False,False,False,2,21.65151882912625,-0.03420917795497488,0.05604124635731899
193,2018-10-23,بترانس,647.56,652.0,622.0,630.26,5597979.0,36498328184.0,562.0,654.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970801.0,634.7,False,False,False,3,21.984048630372445,-0.027448989306000628,0.04759940342081046
193,2018-10-23,بسويچ,3603.92,3604.0,3604.0,3792.6,1000.0,5692000.0,2.0,3793.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970801.0,3603.92,False,False,True,3,15.148562357688444,0.049749512207983924,0.0
193,2018-10-23,بموتو,4546.63,4585.0,4418.0,4619.99,43872.0,256898223.0,26.0,4647.0,MOTJ,Motogen-a,موتوژن‌-ت,13970801.0,4584.84,False,False,False,3,19.12717940193332,0.015878822248532935,0.03614726438801816
193,2018-10-23,پتاير,84.72,86.0,81.0,81.03,1009839.0,3240049525.0,166.0,85.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970801.0,80.75,False,False,False,3,18.220120926643006,-0.04553868937430578,0.06170554115759595
193,2018-10-23,پلاسك,1192.44,1213.0,1187.0,1193.43,659308.0,791947604.0,68.0,1249.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970801.0,1187.47,False,False,False,3,20.48353287214183,0.0008295417410321586,0.021785944713975682
194,2018-10-24,بترانس,630.26,652.0,599.0,625.91,1612858.0,10443847424.0,339.0,630.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970802.0,616.63,False,False,False,4,20.7327249093103,-0.006949880973302907,0.0846767107092074
194,2018-10-24,بسويچ,3603.28,3604.0,3603.0,3769.17,29458.0,167646978.0,14.0,3793.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970802.0,3603.28,False,False,False,4,18.525330896101767,0.04401234223980342,0.00026531039990236577
194,2018-10-24,بموتو,4584.84,4699.0,4473.0,4609.29,25765.0,152090095.0,13.0,4620.0,MOTJ,Motogen-a,موتوژن‌-ت,13970802.0,4584.08,False,False,False,4,18.59260137187661,0.0053045045983220445,0.04903141264706712
194,2018-10-24,پتاير,78.81,85.0,79.0,84.79,2935165.0,9852133337.0,292.0,81.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970802.0,85.07,False,False,False,4,19.33245183903799,0.07052718480952946,0.07076306168180209
194,2018-10-24,پلاسك,1133.81,1134.0,1134.0,1147.72,307138.0,350444458.0,32.0,1193.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970802.0,1133.81,False,False,True,4,19.68058508166145,0.012119680758373193,0.0
195,2018-10-27,بترانس,625.91,638.0,601.0,625.91,2581238.0,16713763894.0,289.0,626.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970805.0,623.49,False,False,False,0,21.202986277566417,0.0,0.05911393011774856
195,2018-10-27,بسويچ,3769.8,3894.0,3581.0,3772.97,11754.0,71415976.0,7.0,3769.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970805.0,3893.9,False,False,False,0,17.607566655872855,0.0008401869084566318,0.08295851809052286
195,2018-10-27,بموتو,4394.57,4585.0,4395.0,4575.67,59922.0,349481603.0,45.0,4609.0,MOTJ,Motogen-a,موتوژن‌-ت,13970805.0,4531.35,False,False,False,0,19.429307410545768,0.03957890319887587,0.04152397353830149
195,2018-10-27,پتاير,85.85,87.0,83.0,85.5,423512.0,1433685603.0,130.0,85.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970805.0,83.35,False,False,False,0,17.404853503916588,-0.004093567251461922,0.04678362573099415
195,2018-10-27,پلاسك,1091.08,1190.0,1091.0,1113.93,2575597.0,2886579942.0,314.0,1148.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970805.0,1091.08,False,False,False,0,21.7772414917565,0.020512958623971105,0.08887452532923971
196,2018-10-28,بترانس,628.32,657.0,628.0,644.95,7396231.0,49345195062.0,544.0,626.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970806.0,651.52,False,False,False,1,22.285653898511526,0.025784944569346453,0.044964725947747884
196,2018-10-28,بسويچ,3584.92,3586.0,3585.0,3766.01,8920.0,50510688.0,8.0,3773.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970806.0,3585.56,False,False,False,1,17.329822590124856,0.04808537417585193,0.00026553301770308626
196,2018-10-28,بموتو,4432.01,4622.0,4379.0,4561.92,131113.0,780090203.0,43.0,4576.0,MOTJ,Motogen-a,موتوژن‌-ت,13970806.0,4621.52,False,False,False,1,20.209313692303738,0.02847704475308639,0.053267045454545456
196,2018-10-28,پتاير,86.61,89.0,81.0,85.0,869023.0,2924434393.0,179.0,86.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970806.0,85.88,False,False,False,1,18.117776127591277,-0.01894117647058823,0.09411764705882353
196,2018-10-28,پلاسك,1069.22,1170.0,1061.0,1137.78,1959215.0,2242558879.0,263.0,1114.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970806.0,1169.58,False,False,False,1,21.524888715157356,0.06025769480918978,0.09580059413946457
197,2018-10-29,بترانس,673.76,677.0,660.0,676.37,9185164.0,64272873772.0,622.0,645.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970807.0,677.14,False,False,False,2,22.549840395257313,0.003858834661501861,0.025134172124724633
197,2018-10-29,بسويچ,3578.59,3951.0,3579.0,3772.34,14719.0,89855640.0,20.0,3766.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970807.0,3939.49,False,False,False,2,17.832345232741662,0.05136069389291527,0.09861253227439731
197,2018-10-29,بموتو,4661.25,4790.0,4447.0,4742.25,253697.0,1578729425.0,49.0,4562.0,MOTJ,Motogen-a,موتوژن‌-ت,13970807.0,4789.63,False,False,False,2,20.908162906134145,0.017080499762770835,0.07232853603247404
197,2018-10-29,پتاير,87.9,88.0,86.0,87.67,569770.0,1977549788.0,128.0,85.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970807.0,87.14,False,False,False,2,17.726567815207726,-0.0026234743926086914,0.022812820805292573
197,2018-10-29,پلاسك,1193.43,1194.0,1145.0,1186.47,2308096.0,2754888127.0,232.0,1138.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970807.0,1194.42,False,False,False,2,21.730671291305274,-0.005866140736807535,0.04129897932522525
198,2018-10-31,بترانس,686.32,706.0,677.0,698.6,4997769.0,36117592693.0,929.0,676.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970809.0,700.82,False,False,False,4,21.973580503194263,0.017578013169195494,0.04151159461780704
198,2018-10-31,بسويچ,3941.39,3941.0,3591.0,3773.6,2346.0,14462900.0,6.0,3772.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970809.0,3919.23,False,False,False,4,15.996251761183473,-0.04446417214331142,0.092749629001484
198,2018-10-31,بموتو,4966.91,4979.0,4738.0,4978.37,611944.0,3987012824.0,103.0,4742.0,MOTJ,Motogen-a,موتوژن‌-ت,13970809.0,4979.14,False,False,False,4,21.8372538612442,0.0023019582714824405,0.048409419147230924
198,2018-10-31,پتاير,87.67,89.0,85.0,86.44,634582.0,2171642148.0,153.0,88.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970809.0,85.63,False,False,False,4,17.820172325043657,-0.014229523368810781,0.04627487274409996
198,2018-10-31,پلاسك,1192.44,1245.0,1168.0,1232.18,4309809.0,5345381568.0,430.0,1186.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970809.0,1230.2,False,False,False,4,22.39294438287016,0.03225178139557533,0.062490869840445384
199,2018-11-03,بترانس,709.52,711.0,667.0,696.08,4536981.0,32669598417.0,487.0,699.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970812.0,685.36,False,False,False,0,21.873236967105814,-0.019308125502815684,0.0632111251580278
199,2018-11-03,بسويچ,3587.46,3926.0,3587.0,3772.97,4920.0,29155849.0,17.0,3774.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970812.0,3925.56,False,False,False,0,16.736681578186612,0.049168161951990016,0.0898496409990008
199,2018-11-03,بموتو,5194.62,5195.0,4979.0,5063.96,226844.0,1508295801.0,69.0,4978.0,MOTJ,Motogen-a,موتوژن‌-ت,13970812.0,5096.81,False,False,False,0,20.86192190044548,-0.02580194156351943,0.042654365358336166
199,2018-11-03,پتاير,82.12,87.0,82.0,83.43,365257.0,1206359872.0,110.0,86.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970812.0,82.17,False,False,False,0,17.232364451298793,0.01570178592832317,0.05993048064245475
199,2018-11-03,پلاسك,1232.18,1257.0,1171.0,1180.51,3006211.0,3570729922.0,297.0,1232.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970812.0,1170.58,False,False,False,0,21.989892867255644,-0.04376921838866259,0.07284986997145301
200,2018-11-04,بترانس,667.28,695.0,661.0,677.62,6717623.0,47090342796.0,489.0,696.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970813.0,691.06,False,False,False,1,22.238831588528342,0.015259289867477394,0.050175614651279475
200,2018-11-04,بسويچ,3615.31,3900.0,3615.0,3772.34,1900.0,11048300.0,7.0,3773.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970813.0,3843.25,False,False,False,1,15.785059942703608,0.04162668264260384,0.07554992391990117
200,2018-11-04,بموتو,4966.91,5194.0,4811.0,5007.41,121904.0,787632956.0,94.0,5064.0,MOTJ,Motogen-a,موتوژن‌-ت,13970813.0,4811.03,False,False,False,1,20.229663223050807,0.008088013563898303,0.07648664678945803
200,2018-11-04,پتاير,82.14,86.0,80.0,81.66,1576650.0,5097594533.0,187.0,83.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970813.0,80.8,False,False,False,1,18.673377186811038,-0.005878030859662062,0.07347538574577517
200,2018-11-04,پلاسك,1192.44,1192.0,1122.0,1131.82,1843534.0,2099737725.0,211.0,1181.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970813.0,1121.88,False,False,False,1,21.458777175183894,-0.05355975331766546,0.0618472902051563
201,2018-11-05,بترانس,681.68,707.0,672.0,689.42,12161000.0,86736865949.0,791.0,678.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970814.0,690.67,False,False,False,2,22.84959533235907,0.011226828348466842,0.05076731165327377
201,2018-11-05,بسويچ,3641.91,3642.0,3617.0,3767.91,6831.0,39086872.0,5.0,3772.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970814.0,3616.58,False,False,False,2,17.063502104792526,0.033440289178881664,0.00663497801168287
201,2018-11-05,بموتو,4966.91,5194.0,4811.0,5007.41,121904.0,787632956.0,94.0,5064.0,MOTJ,Motogen-a,موتوژن‌-ت,13970813.0,4811.03,True,False,False,2,20.229663223050807,0.008088013563898303,0.07648664678945803
201,2018-11-05,پتاير,84.44,86.0,81.0,84.44,753991.0,2520693056.0,158.0,82.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970814.0,85.73,False,False,False,2,17.969176933559453,0.0,0.05921364282330649
201,2018-11-05,پلاسك,1159.64,1187.0,1148.0,1180.51,2110624.0,2507426747.0,249.0,1132.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970814.0,1187.47,False,False,False,2,21.63619602380511,0.017678799840746703,0.033036568940542646
202,2018-11-06,بترانس,698.69,724.0,684.0,713.68,14380515.0,106172048420.0,1399.0,689.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970815.0,723.83,False,False,False,3,23.05181940585145,0.021003811231924525,0.056047528304001795
202,2018-11-06,بسويچ,3910.37,3910.0,3644.0,3768.54,2484.0,15064686.0,6.0,3768.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970815.0,3904.03,False,False,False,3,16.052068380583336,-0.03763526458522397,0.07058436423654785
202,2018-11-06,بموتو,4966.91,5194.0,4811.0,5007.41,121904.0,787632956.0,94.0,5064.0,MOTJ,Motogen-a,موتوژن‌-ت,13970813.0,4811.03,True,False,False,3,20.229663223050807,0.008088013563898303,0.07648664678945803
202,2018-11-06,پتاير,88.61,89.0,86.0,88.46,2708049.0,9484308026.0,445.0,84.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970815.0,88.66,False,False,False,3,19.29428947982549,-0.001695681664029004,0.033913633280578795
202,2018-11-06,پلاسك,1211.32,1212.0,1143.0,1175.54,1690016.0,1999925809.0,222.0,1181.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970815.0,1186.47,False,False,False,3,21.409731449784402,-0.030437075726899954,0.05869642887524032
203,2018-11-10,بترانس,744.32,749.0,735.0,746.93,15836813.0,122368291010.0,1837.0,714.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970819.0,749.35,False,False,False,0,23.193819197188205,0.0034943033483725385,0.01874338960812928
203,2018-11-10,بسويچ,3925.56,3926.0,3672.0,3768.54,262.0,1584400.0,2.0,3769.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970819.0,3672.3,False,False,False,0,13.802787441291063,-0.04166600327978474,0.06740010720332013
203,2018-11-10,بموتو,4966.91,5194.0,4811.0,5007.41,121904.0,787632956.0,94.0,5064.0,MOTJ,Motogen-a,موتوژن‌-ت,13970813.0,4811.03,True,False,False,0,20.229663223050807,0.008088013563898303,0.07648664678945803
203,2018-11-10,پتاير,90.93,93.0,86.0,91.21,2267309.0,8186220542.0,337.0,88.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970819.0,92.88,False,False,False,0,19.14726876387804,0.0030698388334611,0.07674597083653109
203,2018-11-10,پلاسك,1192.44,1212.0,1148.0,1174.55,1663698.0,1966075102.0,216.0,1176.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970819.0,1156.66,False,False,False,0,21.393193768007077,-0.015231365203695118,0.054488953216125326
204,2018-11-11,بترانس,753.99,772.0,716.0,739.68,10006458.0,76574153140.0,1089.0,747.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970820.0,740.45,False,False,False,1,22.724958902759152,-0.01934620376378983,0.07570841444949168
204,2018-11-11,بسويچ,3646.97,3647.0,3581.0,3762.84,8062.0,45820772.0,7.0,3769.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970820.0,3593.15,False,False,False,1,17.227846214100037,0.03079323064493849,0.017539943234365533
204,2018-11-11,بموتو,5252.95,5257.0,4877.0,5014.25,39554.0,231832492.0,32.0,5007.0,MOTJ,Motogen-a,موتوژن‌-ت,13970820.0,5133.17,False,False,False,1,19.105461243748127,-0.047604327666151434,0.07578401555566636
204,2018-11-11,پتاير,95.3,95.0,87.0,90.07,564420.0,2012937714.0,133.0,91.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970820.0,92.95,False,False,False,1,17.744141079989703,-0.058065948706561614,0.08881980681692019
204,2018-11-11,پلاسك,1144.74,1181.0,1135.0,1150.7,1503287.0,1741010041.0,192.0,1175.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970820.0,1168.59,False,False,False,1,21.271290333766093,0.005179455983314536,0.03997566698531329
205,2018-11-12,بترانس,749.06,774.0,739.0,767.04,14817754.0,117583048521.0,1136.0,740.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970821.0,770.42,False,False,False,2,23.153875565636262,0.023440759282436403,0.045629954109303296
205,2018-11-12,بسويچ,3735.61,3736.0,3584.0,3712.82,72332.0,410924650.0,35.0,3763.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970821.0,3596.95,False,False,False,2,19.40856888518742,-0.006138191455551296,0.040939232173927094
205,2018-11-12,بموتو,4790.96,5265.0,4768.0,5072.43,147450.0,882782701.0,63.0,5014.0,MOTJ,Motogen-a,موتوژن‌-ت,13970821.0,5264.92,False,False,False,2,20.432819685946743,0.05549016940598495,0.0979806522711994
205,2018-11-12,پتاير,90.93,95.0,91.0,94.27,624342.0,2329877389.0,117.0,90.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970821.0,94.57,False,False,False,2,17.8906165795434,0.03543014744881711,0.042431314309960756
205,2018-11-12,پلاسك,1192.44,1207.0,1182.0,1200.39,2556744.0,3089000119.0,272.0,1151.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970821.0,1207.34,False,False,False,2,21.84464691491129,0.006622847574538312,0.020826564699805896
206,2018-11-13,بترانس,773.22,797.0,769.0,789.08,8190081.0,66856694779.0,1200.0,767.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970822.0,789.27,False,False,False,3,22.589302055765902,0.020099356212297883,0.035484361534952095
